,title,id,genres,cast,keywords,plot,word_soup
3424,The Adventures of Huck Finn,34723,"['action', 'adventure', 'drama']","['elijahwood', 'courtneyb.vance', 'robbiecoltrane']","['southernaccent', 'wantedman', 'lynchmob']","Climb aboard for an extraordinary version of Mark Twain's sweeping adventure when Walt Disney presents The Adventures of Huck Finn, starring Elijah Wood (The Lord of the Rings). Directed by Stephen Sommers (The Mummy, The Mummy Returns), it's the unforgettable saga of a mischievous youngster and a runaway slave",southernaccent wantedman lynchmob action adventure drama elijahwood courtneyb.vance robbiecoltrane
3425,Go,9430,"['crime', 'comedy', 'thriller']","['sarahpolley', 'katieholmes', 'jaymohr']","['ecstasy', 'drugdealing', 'drug']","Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",ecstasy drugdealing drug crime comedy thriller sarahpolley katieholmes jaymohr
3426,Friends with Money,8998,"['comedy', 'drama', 'romance']","['catherinekeener', 'jasonisaacs', 'timmsharp']","['midlifecrisis', 'marriage', 'money']","After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",midlifecrisis marriage money comedy drama romance catherinekeener jasonisaacs timmsharp
3427,The Andromeda Strain,10514,"['sciencefiction', 'thriller']","['arthurhill', 'davidwayne', 'jamesolson']","['nasa', 'newmexico', 'biologicalweapon']","When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents..",nasa newmexico biologicalweapon sciencefiction thriller arthurhill davidwayne jamesolson
3428,Bats,10496,"['horror', 'thriller']","['loudiamondphillips', 'dinameyer', 'bobgunton']","['mutation', 'bat', 'attack']",Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,mutation bat attack horror thriller loudiamondphillips dinameyer bobgunton
3429,Nirgendwo in Afrika,1591,['drama'],"['julianeköhler', 'merabninidze', 'sidedeonyulo']","['lossoffamily', 'emigration', 'worldwarii']","A Jewish woman named Jettel Redlich flees Nazi Germany with her daughter Regina, to join her husband, Walter, on a farm in Kenya. At first, Jettel refuses to adjust to her new circumstances, bringing with her a set of china dishes and an evening gown. While Regina adapts readily to this new world, forming a strong bond with her father's cook, an African named Owuor.",lossoffamily emigration worldwarii drama julianeköhler merabninidze sidedeonyulo
3430,Shame,76025,['drama'],"['michaelfassbender', 'careymulligan', 'jamesbadgedale']","['pornography', 'brothersisterrelationship', 'sexaddiction']","Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.",pornography brothersisterrelationship sexaddiction drama michaelfassbender careymulligan jamesbadgedale
3431,Layer Cake,4836,"['drama', 'thriller', 'crime']","['danielcraig', 'tomhardy', 'colmmeaney']","['kidnapping', 'ecstasy', 'drugtraffic']","When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",kidnapping ecstasy drugtraffic drama thriller crime danielcraig tomhardy colmmeaney
3432,The Work and the Glory II: American Zion,14631,['drama'],"['samhennings', 'brendastrong', 'ericjohnson']",[],"""The Work and The Glory: American Zion"" sets the story of the fictional Steed family against the historically factual backdrop of the Mormon people's move into the West. Divided by their diverse reactions to a nascent ideology, the Steeds struggle to hold together as the strength of their convictions and their filial bonds are tested. The stirring narrative of the faith that led a persecuted people to Missouri and beyond is one of the most poignant untold tales of American history. It is the account of a valiant struggle to exercise the rights promised by a fledgling nation. ""The Work and the Glory: American Zion"" unearths the story of the passion behind the movement which eventually launched the largest American migration and the colonization of the West: the vision of a promised land in America.", drama samhennings brendastrong ericjohnson
3433,The East,87499,"['drama', 'thriller']","['britmarling', 'alexanderskarsgård', 'ellenpage']","['secretorganization', 'murder', 'environmentalism']",An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,secretorganization murder environmentalism drama thriller britmarling alexanderskarsgård ellenpage
3434,A Home at the End of the World,18923,"['romance', 'drama']","['colinfarrell', 'dallasroberts', 'robinwright']","['gay', 'aids', 'basedonnovel']","Three friends form a bond over the year, Johnathan is gay, Clare is straight and Bobby is neither, instead he loves the people he loves. As their lives go on there is tension and tears which culminate in a strong yet fragile friendship between the three.",gay aids basedonnovel romance drama colinfarrell dallasroberts robinwright
3435,Aberdeen,26665,"['drama', 'comedy', 'foreign']","['stellanskarsgård', 'lenaheadey', 'ianhart']","['alcohol', 'cocaine', 'daughter']","Kaisa is a Scot, a successful London lawyer, who snorts coke and has one-night stands with strangers. Her mother calls from Aberdeen with some story begging her to fly to Norway and collect her alcoholic dad whom she hasn't seen in years.",alcohol cocaine daughter drama comedy foreign stellanskarsgård lenaheadey ianhart
3436,The Messenger,28089,"['drama', 'history']","['benfoster', 'woodyharrelson', 'jenamalone']","['independentfilm', 'wounded', 'soldier']","Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",independentfilm wounded soldier drama history benfoster woodyharrelson jenamalone
3437,Tracker,62255,"['action', 'drama', 'thriller']","['raywinstone', 'temueramorrison', 'andyanderson']",[],"An ex-Boer war guerrilla in New Zealand is sent out to bring back a Maori accused of killing a British soldier. Gradually they grow to know and respect one another but a posse, led by the British Commanding officer is close behind and his sole intention is to see the Maori hang. Written by Filmfinders 1903. A guerilla fighter from the South African Boer war called Arjan (Winstone) takes on a manhunt for Maori seaman Kereama (Morrison), who is accused of murdering a British soldier. What follows is a cat and mouse pursuit through the varied landscape of NZ with both hunter and huntee testing their bushcraft and wits against that of the other. Written by Anonymous", action drama thriller raywinstone temueramorrison andyanderson
3438,Control,5708,['drama'],"['samriley', 'samanthamorton', 'alexandramarialara']","['manchestercity', 'medicine', 'newlove']","Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",manchestercity medicine newlove drama samriley samanthamorton alexandramarialara
3439,The Terminator,218,"['action', 'thriller', 'sciencefiction']","['arnoldschwarzenegger', 'michaelbiehn', 'lindahamilton']","['savingtheworld', 'artificialintelligence', 'rebel']","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",savingtheworld artificialintelligence rebel action thriller sciencefiction arnoldschwarzenegger michaelbiehn lindahamilton
3440,"Good bye, Lenin!",338,"['comedy', 'drama', 'romance']","['danielbrühl', 'katrinsass', 'chulpankhamatova']","['bureaucracy', 'berlinwall', 'policestate']",An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,bureaucracy berlinwall policestate comedy drama romance danielbrühl katrinsass chulpankhamatova
3441,The Damned United,21641,['drama'],"['michaelsheen', 'timothyspall', 'colmmeaney']","['england', 'leedsunited', 'sport']","Taking over Leeds United, Brian Clough's abrasive approach and his clear dislike of the players' dirty style of play make it certain there is going to be friction. Glimpses of his earlier career help explain both his hostility to previous manager Don Revie and how much he is missing right-hand man Peter Taylor",england leedsunited sport drama michaelsheen timothyspall colmmeaney
